swedish_standardised_term,english_standardised_term,swedish_alternatives,english_alternatives,comments
,,,,POSITIONS and GROUPS
Vice ...,Vice ...
...ordförande,Head of ...,

funktionär,official,,,
funktionärspost,official post,,,new - old was "officer"
nämnd,club
Ordförande,Chairperson,Sektionsordförande,"Chair,Chairman,Chairwoman,Chapter President"
förtroendevald,elected representative
projektledare,project manager
Återkommande projekt,Recurring projects

Styrelse,board,"d-Rektorat,Ledningsgrupp","d-Directorate,Directorate",
Kassör,Treasurer,
Sekreterare,Secretary,
Ledamot för ...,Board member of ...,,commissioner for,
Ledamot för utbildningsfrågor,Board member of Educational issues,d-UF
Ledamot för studiesociala frågor,Board member of Student issues,,,d-SFOR old name?
Ledamot för studiemiljöfrågor,Board member for work environment,d-SMF,,outdated?
Ledamot för näringsliv och kommunikaion,Board member of business relations,
Revisor,Accountant,,Statury auditor
Justeringsperson,Attestator and teller
Kårfullmäktige delegater,Student Union Concil delegates,
Kårfullmäktige, Student Union Council
Kommunikatör,Head of Communication
Konglig lokalchef,Royal chief of halls
Sektionshistoriker,Chapter historian
Valberedningen,Election Committee
studerandeskyddsombud,student-safety ombudsman,SSO,,ny!

programansvarig student,,,program responsible student,??
serveringsansvarig,Serving manager
utrymningsansvarig,,,,????
,,,,POSITIONS and GROUPS > Clubs (nämnder)
Studienämnden,Education committee,,study board,isn't study board used more often??
Idrottsledare,Chapter Sports leader
Datas Klubbmästeri,Data's Bartenders,DKM
Klubbmästare,Head Bartender
Ärkedemon,Arch demon
Chefredaqtör,Chief editor
D-dagenansvarig,D-day responsible,,,ny - todo: change in reglemente
,Chapter systems official,d-SYS,,
Datas art director,Data's art director,DAD
internationella nämnden,international committee,
Desctop,Desctop
Jämlikhetsnämnden,Equality committee
Näringslivsansvarig,Head of Business Relations
Näringslivsgruppen,Industrial Contact committee,NLG
prylmångleriet,prylmångleriet
Qulturattaché,Cultural attaché
Öfvermatrona,Head matron
Mottagning,Reception,orientation

,,,,DOCUMENTS
Kallelse,Summons,,Invitation
Protokoll,Minutes,,Protocols
Mötesprotokoll,meeting minutes
Handlingar,Agenda,Dagordning,,DIFFERENCE handlingar+dagordning?
Valhandlingar,Election Documents
Motion,Motion,,Resolution
Proposition,Proposal
bilaga,appendix
revisionsberättelse,auditor's report

verksamhetsavstämning,operational reconciliation,,,old: operational record
verksamhetsberättelse,annual report,,,old: operational report
Verksamhetsplan,operational plan,,,
verksamhetsår,financial year,,,new!

Styrdokument,governance documents,,regulation documents,new!
Stadgar,Statutes,,,not to be confused with By-laws
Reglemente,By-laws,,,not to be confused with Statutes
Samboendeavtal,cohabitation agreement
Alkoholpolicy,Alcohol policy
Dfunkpolicy,D-official policy
Ekonomiska Styrdokument,Economic regulation document
Informationshanteringspolicy,Information handling policy
Informationsspridningspolicy,Information distribution policy
Jämligheitspolicy,Equality policy,JML policy
Klimatpolicy,Climate Policy
Rekryteringspolicy,recruitment policy

Årsredovisning,financial report,,Financial statement,this is a document right??
Ekonomiska redovisning,financial accounts,,,!!! HOW TO DIFFERENTIATE FROM ÅRSREDOVISNING in english? Old and unchanged: financial accounts.

,,,,MEETINGS
Sektionsmöte,Chapter meeting,SM
Direktionsmöte,Board meeting,DM
JML-utbildning,equality training,,equality training seminar,NY - används i dfunktpolicy!
funktionärsutbildning,general training,,training for officials,NY - används i dfunktpolicy!
STAD-utbildning,KTH's serving training,,,new
FEST-utbildning,KTH's event training,,,new /meh. party training!? - see also festanmälan

närvarolista,list of attendance
beslut,decision,,resolve
Fyllnadsval,By-election,
Formalia,Formalities
söka,apply,kandidera,candidate
inval,selection,,,
rösträknare,teller
andra läsningen,second reading
Omarbetning,revision
övriga frågor,,,any other business,???
Prövning,Review
revidera,audit,,revise
Revision,Audit

,,,,EVENTS
D-dagen,D-day,datasektionens arbetsmässa,the CS chapter's career fair,
skiftesgasque,shift-gasque,,
teambuilding,team-building,TB,,write together or separate?
festanmälan,event registration

,,,,PLACES
Sektionslokal,Chapter hall
alkohollager,beverage storage,dryckeslager
depositionsskåpet,safe deposit box

,,,,MONEY
Bokföring,Accounting
Bokföringsansvariga,accounting responsible
Bokföringspliktiga nämnder/projekt, committees/projects with accounting duty
bokslut,financial statement
Dispositionsfond,Dispositional fund
handkassa,hand box
inköp,purchasing
Subventionera,Subsidize
Schablonbelopp,flat rate
budget,budget
rambudget,overall budget
detaljbudget,detailed budget
budgetpost,budget item
utlägg,expense,,expenses
faktura,invoice
,,,,LEGAL STUFF
Fullmakt,Power of attorney,,"POA,Letter of attorney"
serveringstillstånd,serving license
Entledigande,Dismissal
Sprit,Spirit
Firmatecknare,,,Authorised Signatory,???
Ansvarsbefrielse,Freedom from liability,,,???nånting om discharge
alkoholtillstånd,serving permit,
Tillståndsenheten, Licensing Authority,,,new - ok?

,,,,OTHER
Extrainsatt,extraordinary
fika,fika,,coffee break
hedersdelta,Delta of Honor
sektion,chapter
Datasektionen,Chapter of computer science,"Data,D",CS chapter,
Tekniska Högskolans Studentkår, Student Union, THS

profilkläder, profile clothing,,,NEW. in ekonomisk

,,,,DONT KNOW
Adjungeringar,,,Cooptations,???
Utfärdande,issuance,,,????
fastslå,adjudge
